User ID,Gender,Age,EstimatedSalary,MaritalStatus,EducationLevel,EmploymentStatus,CreditScore,LoanAmount,NumOfDependents,HomeOwnership,MobileBankingUsage,AnnualExpenses,InternetUsagePerDay,Purchased
101719,Male,33,36939,Single,PhD,Employed,541,47831,0,Own,0,12611,3.33,0
101720,Female,40,110467,Single,Bachelor,Employed,340,38705,2,Rent,1,24012,6.89,1
101721,Male,48,70715,Married,High School,Retired,656,23132,3,Own,1,27518,4.03,0
101722,Male,20,64460,Single,High School,Employed,412,18615,3,Own,0,48155,2.51,0
101723,Female,38,86576,Married,Master,Unemployed,465,46028,4,Mortgage,0,54725,2.45,0
101724,Female,43,88222,Married,PhD,Retired,803,10939,2,Mortgage,1,6548,4.76,1
101725,Female,53,32666,Married,High School,Retired,377,44518,0,Rent,1,29761,1.09,0
101726,Female,59,82119,Married,High School,Student,495,30954,2,Own,0,18988,7.48,0
101727,Male,54,55321,Divorced,High School,Retired,701,1737,1,Own,1,34193,2.54,1
101728,Female,39,21779,Divorced,PhD,Employed,363,21820,2,Mortgage,1,66186,3.02,0
101729,Female,59,33186,Single,Bachelor,Unemployed,724,49703,0,Rent,1,19497,2.25,1
101730,Female,29,36459,Single,PhD,Employed,341,43911,0,Own,0,69801,0.52,1
101731,Male,59,106246,Single,Master,Unemployed,672,13321,0,Rent,1,11045,5.69,1
101732,Male,30,107755,Divorced,Master,Student,605,33567,3,Own,1,24876,4.93,1
101733,Female,28,25057,Married,PhD,Unemployed,508,5418,3,Mortgage,1,31819,6.57,0
101734,Male,33,80663,Divorced,High School,Student,766,43164,1,Mortgage,0,29609,0.81,1
101735,Female,25,38733,Divorced,High School,Employed,603,2986,2,Mortgage,0,12839,7.46,0
101736,Male,57,39157,Single,Bachelor,Student,691,34114,4,Mortgage,1,31196,2.98,1
101737,Male,57,55030,Single,PhD,Retired,452,39593,1,Mortgage,1,43457,7.35,1
101738,Male,19,39613,Single,PhD,Retired,661,34983,4,Mortgage,1,56048,1.3,0
101739,Male,47,128612,Married,High School,Unemployed,563,47658,4,Rent,0,56607,6.08,1
101740,Female,47,135080,Married,Master,Employed,515,44728,1,Mortgage,0,47760,4.85,1
101741,Female,29,103028,Divorced,Master,Employed,842,23182,2,Rent,1,43184,3.19,1
101742,Female,27,106282,Married,Bachelor,Unemployed,823,32989,4,Mortgage,1,68383,1.09,0
101743,Male,28,25188,Single,Bachelor,Retired,493,34012,3,Own,1,66976,5.04,0
101744,Female,32,127106,Married,Master,Student,326,47887,3,Own,1,15275,0.7,1
101745,Female,33,148346,Married,PhD,Unemployed,345,24442,1,Own,1,43151,4.26,1
101746,Female,34,49680,Married,Bachelor,Student,357,12243,4,Rent,1,39173,5.03,1
101747,Male,43,123361,Married,High School,Student,312,1132,1,Mortgage,1,19449,5.99,1
101748,Male,19,80119,Single,PhD,Employed,348,16556,3,Rent,0,33264,7.94,0
101749,Male,29,122302,Single,High School,Retired,393,18754,1,Mortgage,0,48612,2.45,1
101750,Female,43,94400,Divorced,Bachelor,Student,750,34855,4,Own,0,20960,2.92,0
101751,Female,40,75718,Divorced,Master,Retired,678,10839,4,Rent,1,9538,3.06,1
101752,Female,35,56445,Divorced,Bachelor,Employed,309,43851,3,Mortgage,0,55338,5.99,0
101753,Male,49,25796,Married,Master,Unemployed,815,47183,0,Rent,1,33709,7.49,1
101754,Male,55,67218,Married,PhD,Unemployed,523,21386,0,Rent,0,7139,7.81,0
101755,Female,20,59131,Single,Bachelor,Employed,680,44220,2,Own,0,40446,7.59,0
101756,Male,55,28123,Divorced,Bachelor,Employed,840,14828,3,Own,0,41562,7.1,1
101757,Male,20,28222,Single,Bachelor,Student,601,42078,2,Own,0,24103,7.93,0
101758,Male,47,44074,Divorced,PhD,Employed,502,36671,3,Own,0,52204,3.32,1
101759,Male,18,131958,Divorced,High School,Unemployed,495,24206,4,Own,1,29432,7.61,1
101760,Female,47,136088,Divorced,High School,Retired,621,1894,3,Mortgage,1,42370,6.21,1
101761,Male,49,49825,Married,Master,Retired,717,2265,1,Mortgage,0,15418,1.76,1
101762,Male,45,56839,Divorced,Bachelor,Retired,641,23807,2,Own,1,64675,0.84,1
101763,Male,38,127112,Divorced,High School,Retired,688,32143,3,Own,0,49983,2.11,1
101764,Male,30,147514,Married,PhD,Employed,308,10965,2,Own,0,42218,6.34,1
101765,Female,44,88322,Divorced,Bachelor,Employed,831,31412,3,Rent,0,35599,5.24,1
101766,Female,53,76321,Married,Master,Retired,448,33229,0,Own,1,16560,2.18,1
101767,Male,24,119174,Married,High School,Employed,682,33748,2,Mortgage,0,25341,6.06,1
101768,Male,39,122500,Single,PhD,Student,828,42273,4,Mortgage,0,18846,1.56,1
101769,Male,27,130100,Married,PhD,Employed,311,19090,4,Rent,1,11069,6.66,1
101770,Male,56,45988,Married,Master,Student,775,41102,3,Mortgage,0,13679,6.46,1
101771,Male,32,55507,Married,High School,Student,352,29041,4,Own,1,18293,7.79,0
101772,Male,32,119244,Divorced,Bachelor,Employed,735,14374,4,Rent,1,38046,1.63,0
101773,Female,21,118644,Single,PhD,Retired,505,47116,2,Rent,1,40359,7.3,1
101774,Male,49,145788,Divorced,Master,Student,353,16375,3,Mortgage,1,62993,3.06,1
101775,Female,40,115251,Married,PhD,Employed,789,3393,2,Own,1,32554,3.62,1
101776,Female,23,43806,Married,PhD,Unemployed,643,12802,3,Own,1,38122,4.01,0
101777,Male,41,56901,Single,High School,Retired,468,37462,4,Own,1,53446,5.2,1
101778,Female,37,37043,Single,High School,Unemployed,460,15911,3,Rent,1,23626,7.96,0
101779,Female,54,95761,Married,Bachelor,Student,826,21064,3,Mortgage,1,42667,5.0,0
101780,Female,37,29752,Married,PhD,Unemployed,826,11655,1,Mortgage,1,44004,7.45,0
101781,Female,29,88993,Divorced,Master,Employed,586,42864,3,Mortgage,1,56632,2.41,0
101782,Female,50,62616,Married,PhD,Retired,711,7410,1,Own,1,38325,3.49,1
101783,Female,45,72127,Divorced,Master,Student,821,37165,2,Rent,1,51106,4.28,1
101784,Male,25,94777,Single,PhD,Employed,498,21381,1,Rent,1,8486,2.92,1
101785,Female,18,20453,Divorced,Master,Retired,460,46799,2,Mortgage,1,21545,7.83,0
101786,Female,54,95432,Married,PhD,Student,688,34678,3,Mortgage,1,27628,5.94,1
101787,Female,39,142872,Divorced,PhD,Student,773,23970,2,Rent,1,54850,4.09,1
101788,Male,23,107362,Divorced,Bachelor,Student,680,27321,4,Mortgage,0,47933,6.13,1
101789,Female,38,30976,Single,High School,Student,423,19507,3,Rent,0,8544,4.01,1
101790,Male,49,134176,Divorced,High School,Unemployed,371,19235,1,Rent,1,25161,0.63,1
101791,Female,52,119122,Married,Master,Unemployed,467,48683,0,Mortgage,1,39973,4.57,1
101792,Male,32,90404,Divorced,PhD,Unemployed,583,13863,3,Rent,0,54643,5.19,0
101793,Male,22,101932,Divorced,PhD,Student,793,45725,4,Rent,0,23376,7.86,1
101794,Female,23,117170,Divorced,High School,Unemployed,335,2615,2,Mortgage,1,69406,0.81,1
101795,Female,42,97707,Married,Master,Retired,474,11582,1,Mortgage,1,55184,4.34,1
101796,Male,57,109647,Divorced,Bachelor,Student,498,28338,1,Mortgage,0,24667,1.24,1
101797,Female,46,53688,Married,Bachelor,Retired,415,10397,4,Rent,1,65854,1.62,0
101798,Male,24,106840,Divorced,Bachelor,Retired,614,37794,4,Mortgage,0,27400,5.08,1
101799,Male,57,137106,Single,PhD,Unemployed,519,30655,3,Mortgage,1,9919,2.24,1
101800,Male,30,127810,Single,Master,Student,433,40637,0,Rent,0,50734,6.12,1
101801,Male,55,124779,Single,High School,Unemployed,421,44639,0,Rent,1,60126,4.36,1
101802,Male,35,113789,Married,PhD,Unemployed,720,19830,2,Mortgage,1,63129,2.14,1
101803,Female,19,116516,Married,PhD,Unemployed,791,37080,1,Mortgage,0,55985,4.2,0
101804,Male,25,22017,Married,Bachelor,Student,588,9014,3,Rent,1,38759,0.51,0
101805,Male,28,27957,Divorced,Master,Student,352,38787,1,Rent,0,17398,6.97,0
101806,Female,50,134534,Married,Master,Unemployed,504,44061,3,Own,0,28368,0.6,1
101807,Male,55,127724,Married,Bachelor,Retired,647,4216,4,Rent,0,27730,0.55,1
101808,Female,44,24792,Married,Bachelor,Retired,350,22859,2,Rent,1,23167,5.09,0
101809,Female,37,75982,Married,Bachelor,Student,339,21053,4,Own,0,59336,7.8,0
101810,Female,29,33237,Single,PhD,Employed,549,12222,1,Mortgage,1,68178,6.92,0
101811,Male,48,71586,Divorced,PhD,Unemployed,517,19908,2,Own,0,22568,2.39,1
101812,Male,44,101787,Single,PhD,Unemployed,478,29693,3,Rent,0,64805,1.98,1
101813,Male,49,39252,Divorced,High School,Employed,482,24882,3,Own,0,39436,5.2,0
101814,Female,27,30707,Divorced,High School,Student,463,14603,2,Own,0,11833,6.67,0
101815,Male,20,54206,Single,Master,Retired,676,28883,4,Own,1,10824,3.22,1
101816,Female,44,114276,Married,Bachelor,Student,796,14340,2,Own,1,64657,3.74,1
101817,Male,52,23543,Single,Bachelor,Retired,760,44702,4,Own,1,5571,1.37,0
101818,Female,48,64135,Divorced,PhD,Retired,773,19345,2,Own,1,42068,1.65,1
101819,Male,32,136469,Divorced,High School,Student,336,23687,4,Mortgage,1,25122,4.76,1
101820,Male,33,133824,Married,Bachelor,Unemployed,618,30581,0,Own,1,5583,1.27,1
101821,Male,30,124647,Single,Master,Unemployed,711,38393,2,Own,0,61475,2.02,1
101822,Female,52,55031,Divorced,Bachelor,Unemployed,655,29197,4,Own,1,64564,2.26,0
101823,Female,28,62929,Single,PhD,Retired,528,9292,1,Own,1,62651,3.83,0
101824,Male,38,85747,Married,PhD,Unemployed,563,43273,1,Rent,1,66889,0.84,1
101825,Male,28,77851,Married,High School,Retired,786,4448,2,Own,1,62405,4.25,0
101826,Female,47,75311,Divorced,Master,Unemployed,651,20628,2,Own,1,61692,7.47,1
101827,Female,52,132113,Married,Master,Student,741,15678,3,Own,1,26963,0.68,1
101828,Female,39,125331,Divorced,Bachelor,Employed,758,39815,4,Mortgage,0,42338,5.23,1
101829,Male,55,85867,Divorced,Master,Retired,324,27477,2,Own,0,20740,6.77,1
101830,Female,48,108780,Married,Bachelor,Student,430,2214,1,Rent,1,33364,2.84,1
101831,Male,31,77196,Married,Bachelor,Retired,669,24990,1,Mortgage,0,10691,1.49,0
101832,Female,41,93705,Single,High School,Retired,735,21010,1,Rent,1,15325,0.83,1
101833,Male,49,77894,Single,Master,Student,523,43326,4,Mortgage,0,56111,5.33,1
101834,Female,53,107640,Divorced,PhD,Unemployed,651,41643,0,Mortgage,1,53270,4.64,1
101835,Female,49,127437,Single,Bachelor,Retired,784,32564,2,Own,0,29414,2.22,1
101836,Female,32,34591,Divorced,Bachelor,Employed,496,47687,0,Own,0,10126,6.74,1
101837,Female,52,117247,Married,Bachelor,Employed,408,48993,4,Mortgage,1,68782,6.02,1
101838,Female,20,68893,Married,Master,Student,519,45583,2,Own,1,31608,2.57,0
101839,Male,33,20727,Single,Master,Employed,618,39247,3,Own,0,8762,6.15,1
101840,Female,22,41359,Divorced,Master,Student,381,26078,2,Mortgage,1,7786,2.34,0
101841,Female,38,63822,Divorced,Bachelor,Student,836,1172,2,Mortgage,1,6542,5.56,1
101842,Female,27,121547,Single,PhD,Retired,731,18270,2,Rent,1,55827,1.39,1
101843,Male,36,135336,Divorced,PhD,Student,307,29108,2,Mortgage,1,17813,5.69,1
101844,Female,42,123399,Divorced,Master,Student,448,17044,2,Rent,1,21417,2.29,1
101845,Male,21,132113,Married,PhD,Unemployed,397,7263,4,Rent,1,66305,4.79,1
101846,Female,46,108534,Divorced,Bachelor,Retired,400,21752,2,Own,0,21294,1.79,1
101847,Female,36,30929,Divorced,Master,Employed,666,12621,4,Own,1,7799,5.94,1
101848,Male,19,148588,Divorced,Master,Unemployed,761,43369,2,Mortgage,1,61648,0.96,1
101849,Female,27,80091,Single,Bachelor,Unemployed,713,8056,2,Mortgage,0,23239,1.74,1
101850,Male,42,100378,Single,Master,Retired,558,22337,4,Rent,0,49640,1.88,1
101851,Male,37,43519,Single,Bachelor,Retired,655,15245,2,Rent,0,11923,0.81,0
101852,Female,36,37393,Divorced,Master,Unemployed,310,33676,1,Own,1,40453,6.09,0
101853,Male,40,54318,Divorced,PhD,Retired,715,49446,2,Mortgage,0,55209,7.86,1
101854,Female,41,94531,Single,Master,Retired,549,1260,3,Mortgage,0,11938,6.34,1
101855,Female,28,114192,Single,Master,Student,849,2352,4,Mortgage,0,25885,6.95,1
101856,Male,51,67934,Divorced,Master,Retired,421,6243,2,Mortgage,0,34713,0.55,1
101857,Male,45,125796,Divorced,High School,Student,364,43459,2,Own,0,61749,1.38,1
101858,Male,22,130805,Married,PhD,Unemployed,601,46333,4,Own,0,44339,4.69,1
101859,Male,22,101103,Single,Bachelor,Unemployed,424,20390,0,Rent,0,48921,7.83,1
101860,Female,38,48840,Divorced,High School,Employed,611,29194,1,Own,0,9388,5.46,0
101861,Female,29,138089,Single,PhD,Retired,490,31847,1,Rent,1,11022,3.31,1
101862,Male,21,109367,Single,Master,Unemployed,749,20204,2,Own,1,7627,1.6,1
101863,Female,59,33265,Single,Master,Student,458,1166,4,Own,0,57972,1.65,1
101864,Female,37,25424,Married,Bachelor,Unemployed,652,22310,3,Mortgage,1,12247,3.22,0
101865,Female,55,40625,Divorced,Bachelor,Retired,562,46291,2,Rent,1,49117,5.85,1
101866,Female,42,99622,Divorced,PhD,Employed,705,18439,1,Rent,1,8643,0.74,1
101867,Male,31,49187,Single,PhD,Employed,316,2254,2,Rent,0,27575,6.89,0
101868,Male,28,55929,Divorced,Bachelor,Unemployed,559,5286,4,Own,0,25146,7.56,0
101869,Female,49,81892,Married,PhD,Employed,654,9009,3,Mortgage,1,27371,7.17,1
101870,Male,28,40539,Single,Bachelor,Retired,788,5007,0,Own,0,31707,7.35,0
101871,Male,35,76630,Married,Master,Retired,513,15992,3,Mortgage,1,46566,0.62,1
101872,Male,44,110639,Married,Bachelor,Employed,538,41526,2,Own,0,56507,7.83,1
101873,Female,35,113410,Divorced,High School,Student,479,10723,1,Rent,1,31875,3.25,1
101874,Female,40,29215,Divorced,Bachelor,Employed,718,29104,4,Own,0,18792,7.02,0
101875,Female,28,59385,Married,Bachelor,Employed,442,15590,2,Rent,0,33492,1.9,1
101876,Male,38,107580,Divorced,High School,Unemployed,616,16638,0,Mortgage,1,50235,3.85,1
101877,Female,22,97462,Married,High School,Student,543,46002,4,Rent,1,53723,0.83,0
101878,Female,40,133396,Married,High School,Employed,531,47779,4,Rent,1,22717,0.8,1
101879,Male,58,117037,Single,High School,Unemployed,602,26548,4,Rent,1,25392,7.57,1
101880,Female,42,115310,Married,Bachelor,Unemployed,630,41657,2,Rent,0,23857,6.58,1
101881,Female,58,45008,Married,PhD,Unemployed,547,13016,0,Mortgage,0,11143,4.47,1
101882,Male,27,68928,Divorced,High School,Retired,582,49183,2,Own,1,65901,4.44,0
101883,Male,39,103096,Single,Master,Unemployed,586,5744,4,Own,1,41501,6.12,1
101884,Male,36,109876,Divorced,Bachelor,Unemployed,331,25681,4,Own,0,23470,3.06,1
101885,Female,18,44976,Single,PhD,Retired,799,43564,1,Own,0,24734,6.21,0
101886,Female,24,133942,Divorced,Master,Retired,829,45733,3,Rent,0,18103,4.14,1
101887,Female,21,144984,Married,Bachelor,Unemployed,680,38055,2,Mortgage,0,52728,5.28,1
101888,Male,18,47626,Single,Bachelor,Employed,362,34770,0,Mortgage,1,29951,7.74,0
101889,Male,32,118256,Single,Master,Student,427,47357,4,Own,1,6952,4.03,1
101890,Female,57,120537,Single,High School,Retired,827,31239,2,Own,0,41478,3.64,1
101891,Female,29,79789,Single,High School,Student,462,31894,3,Mortgage,0,64432,7.29,1
101892,Male,39,24700,Divorced,Master,Retired,550,31465,2,Mortgage,1,55845,7.27,0
101893,Male,39,129331,Divorced,PhD,Unemployed,594,13922,3,Rent,1,51797,7.94,1
101894,Male,34,83645,Single,High School,Retired,478,1084,2,Mortgage,0,35766,4.63,1
101895,Male,46,140594,Single,Bachelor,Unemployed,528,46783,1,Mortgage,1,49515,3.08,1
101896,Female,31,93396,Single,Bachelor,Student,693,16373,2,Rent,1,50240,2.3,1
101897,Male,37,27526,Divorced,PhD,Employed,695,6156,1,Rent,0,29647,0.76,1
101898,Female,50,123863,Single,Bachelor,Unemployed,371,40962,3,Rent,1,36288,5.95,1
101899,Female,32,59500,Single,High School,Student,617,39551,4,Mortgage,0,6774,2.25,0
101900,Female,29,88049,Single,PhD,Student,678,39463,4,Mortgage,0,54725,5.05,1
101901,Male,57,93366,Divorced,High School,Retired,435,46125,2,Mortgage,0,60637,7.37,1
101902,Male,37,100317,Married,PhD,Unemployed,677,10653,0,Rent,1,42432,7.63,1
101903,Male,47,79117,Married,Master,Student,418,23798,2,Mortgage,1,10059,0.53,1
101904,Male,55,76096,Divorced,Bachelor,Employed,829,24068,1,Mortgage,1,59514,2.88,1
101905,Female,20,27910,Married,PhD,Retired,822,35787,1,Rent,0,58218,6.78,0
101906,Male,45,101383,Single,Master,Retired,686,26673,3,Own,1,44239,4.52,1
101907,Male,43,91185,Single,High School,Student,568,17155,2,Own,1,27497,6.56,1
101908,Female,47,70248,Divorced,Master,Unemployed,823,1570,3,Mortgage,0,33283,6.9,0
101909,Male,30,94656,Divorced,High School,Retired,846,41690,0,Rent,1,52061,3.82,1
101910,Female,30,21951,Married,PhD,Unemployed,785,17200,4,Rent,1,46112,3.19,0
101911,Female,19,85212,Married,PhD,Student,737,12769,4,Mortgage,0,59526,3.92,0
101912,Female,54,95701,Single,Bachelor,Student,410,39921,2,Mortgage,1,46688,5.4,1
101913,Female,55,99888,Divorced,Bachelor,Unemployed,621,20075,3,Own,1,51503,3.25,1
101914,Female,19,95282,Married,PhD,Employed,826,25053,3,Rent,1,15471,6.31,1
101915,Female,53,129274,Married,High School,Retired,476,11301,0,Mortgage,1,14744,7.28,1
101916,Female,43,114533,Single,High School,Student,837,6507,3,Rent,1,8663,2.62,1
101917,Female,28,61954,Single,PhD,Employed,772,38637,1,Mortgage,1,65911,7.74,0
101918,Male,25,109719,Single,High School,Employed,687,49359,1,Own,0,17463,5.17,1
101919,Male,57,28804,Single,PhD,Unemployed,397,4655,1,Mortgage,0,21378,7.09,1
101920,Male,39,112705,Married,Bachelor,Unemployed,710,17347,2,Own,0,28078,1.28,1
101921,Male,37,20595,Divorced,High School,Unemployed,674,23053,1,Own,1,43909,2.39,0
101922,Female,25,49592,Divorced,Bachelor,Employed,469,3492,1,Mortgage,0,60438,2.91,1
101923,Male,46,60643,Single,Master,Retired,355,13304,4,Mortgage,0,11160,2.77,1
101924,Female,57,143721,Single,Bachelor,Unemployed,624,40280,2,Own,0,50304,1.79,1
101925,Male,43,82665,Married,Master,Retired,559,32403,1,Rent,1,32682,7.01,1
101926,Male,47,40823,Single,Bachelor,Unemployed,639,49011,0,Rent,0,67240,3.64,1
101927,Male,34,25972,Divorced,Bachelor,Employed,703,42542,1,Own,1,30575,7.72,0
101928,Female,37,35882,Single,High School,Retired,831,38118,2,Own,0,44910,4.88,1
101929,Male,33,86394,Divorced,Bachelor,Retired,473,11882,3,Mortgage,0,35865,1.54,1
101930,Female,24,91055,Single,PhD,Employed,837,38424,4,Mortgage,0,26405,4.59,0
101931,Female,33,43769,Single,High School,Retired,459,9511,4,Own,0,28254,7.95,1
101932,Male,44,45020,Divorced,High School,Employed,309,21699,2,Own,1,44076,4.74,1
101933,Male,40,62748,Married,High School,Employed,555,22178,1,Rent,0,14326,0.51,1
101934,Male,41,122621,Married,Bachelor,Student,643,18821,0,Rent,0,42510,7.5,1
101935,Female,26,105374,Single,High School,Unemployed,835,17415,1,Rent,0,24529,2.26,0
101936,Male,52,64912,Single,Master,Student,672,1714,1,Own,1,29527,5.66,0
101937,Female,37,32879,Divorced,Master,Employed,734,48857,0,Own,0,40483,4.36,0
101938,Female,54,53798,Divorced,Bachelor,Employed,345,10231,4,Rent,0,21086,2.94,1
101939,Male,59,127791,Single,High School,Retired,354,17792,1,Rent,1,46313,2.62,1
101940,Male,34,109826,Divorced,PhD,Employed,377,48931,3,Mortgage,1,26777,7.47,0
101941,Female,48,66073,Married,PhD,Employed,790,49776,3,Mortgage,0,67382,7.34,0
101942,Female,25,95791,Married,Master,Employed,571,8346,2,Own,0,47262,4.35,0
101943,Female,32,86983,Divorced,Bachelor,Unemployed,849,41806,2,Mortgage,0,25466,2.44,1
101944,Male,48,63005,Divorced,Bachelor,Student,410,25124,0,Own,0,41499,1.27,1
101945,Female,47,114731,Divorced,Bachelor,Student,314,25048,0,Own,1,20390,1.67,1
101946,Male,37,22850,Married,Bachelor,Unemployed,377,22415,2,Own,0,50581,4.42,0
101947,Female,56,48400,Single,Bachelor,Unemployed,800,18511,1,Rent,0,67998,2.81,1
101948,Female,29,144948,Divorced,High School,Unemployed,717,42666,4,Mortgage,0,62853,0.82,1
101949,Male,34,31953,Divorced,High School,Student,574,13031,3,Mortgage,1,22921,3.91,0
101950,Female,59,126410,Divorced,High School,Student,793,12215,0,Mortgage,1,45860,6.1,1
101951,Male,47,145155,Single,PhD,Employed,496,12851,2,Mortgage,0,37945,7.19,1
101952,Male,46,43535,Divorced,High School,Student,675,34550,3,Rent,1,23760,4.89,1
101953,Female,36,95536,Divorced,Bachelor,Retired,362,39068,0,Mortgage,0,45506,5.92,1
101954,Male,28,95039,Married,Bachelor,Student,660,2178,0,Mortgage,0,46760,3.23,1
101955,Male,51,141640,Divorced,PhD,Unemployed,843,3406,1,Rent,1,60983,4.22,1
101956,Female,24,101029,Married,PhD,Student,409,47314,0,Mortgage,1,8243,5.97,0
101957,Male,51,24055,Single,Master,Employed,493,20191,4,Mortgage,1,35091,5.96,0
101958,Male,37,58170,Divorced,PhD,Student,818,46220,0,Rent,0,8666,3.68,0
101959,Male,55,145331,Divorced,Master,Unemployed,758,20148,4,Rent,1,22321,4.58,1
101960,Female,41,117944,Married,High School,Retired,600,32146,1,Rent,0,24411,7.43,1
101961,Male,27,127585,Single,Bachelor,Unemployed,795,3724,4,Rent,1,23404,5.24,1
101962,Female,49,119976,Single,Master,Retired,448,36303,3,Own,0,65126,5.32,1
101963,Female,32,48251,Married,Master,Employed,760,11140,0,Rent,0,28586,6.38,0
101964,Male,54,24532,Single,Master,Employed,438,23684,2,Mortgage,0,19632,1.36,1
101965,Male,37,24924,Single,PhD,Student,591,25240,2,Mortgage,1,49500,4.42,0
101966,Male,20,68037,Single,PhD,Employed,634,20530,4,Mortgage,1,6974,7.7,1
101967,Female,54,98082,Single,PhD,Employed,483,23962,1,Mortgage,1,63862,3.21,0
101968,Male,57,112115,Single,Master,Unemployed,606,2201,4,Own,0,48629,2.71,1
101969,Male,25,91621,Single,High School,Unemployed,561,11011,4,Own,1,6258,5.01,1
101970,Male,57,97926,Single,Bachelor,Student,609,36657,4,Own,1,44820,2.16,1
101971,Male,40,98816,Single,PhD,Student,643,11551,3,Mortgage,1,24494,4.67,1
101972,Male,57,109654,Divorced,High School,Student,723,21606,3,Mortgage,1,47202,1.67,1
101973,Female,28,90400,Married,PhD,Student,813,13664,4,Rent,0,18528,4.85,1
101974,Female,25,127620,Single,PhD,Unemployed,823,49472,1,Rent,1,24137,5.02,1
101975,Male,46,119525,Married,Master,Student,560,5320,0,Mortgage,0,27178,3.64,1
101976,Male,47,121164,Single,Master,Student,661,4088,2,Rent,0,56827,3.37,1
101977,Male,27,112385,Single,PhD,Employed,468,42456,3,Rent,0,68303,2.34,1
101978,Male,56,113102,Divorced,Bachelor,Student,499,43976,0,Mortgage,0,20008,2.98,1
101979,Female,45,30702,Married,PhD,Retired,684,9664,3,Own,0,16864,4.24,1
101980,Male,53,126732,Married,Bachelor,Employed,611,43848,3,Mortgage,1,38187,2.36,1
101981,Female,30,35385,Divorced,High School,Unemployed,611,41693,3,Mortgage,1,46612,6.37,1
101982,Female,49,29336,Divorced,PhD,Retired,694,2160,4,Rent,0,7871,5.82,1
101983,Male,53,85421,Married,Bachelor,Student,650,11714,4,Rent,1,65589,2.52,1
101984,Female,54,51225,Single,High School,Employed,327,5312,3,Mortgage,0,36432,1.23,1
101985,Female,43,56021,Single,High School,Student,432,42155,3,Own,0,20202,0.5,1
101986,Female,39,23782,Married,Master,Employed,679,21845,2,Mortgage,0,18101,4.98,0
101987,Female,21,108877,Single,High School,Student,827,20150,0,Own,0,38635,2.09,0
101988,Male,48,135454,Divorced,Master,Retired,586,36215,0,Own,1,66552,0.59,1
101989,Male,35,137369,Divorced,High School,Unemployed,583,23028,1,Mortgage,0,21238,3.19,1
101990,Female,55,109630,Divorced,High School,Retired,526,32309,1,Mortgage,1,16179,7.71,1
101991,Male,41,69111,Married,Bachelor,Retired,726,38077,1,Mortgage,1,29749,5.67,1
101992,Male,40,109402,Married,Bachelor,Unemployed,326,44348,4,Own,1,67450,6.93,1
101993,Male,39,139774,Married,Master,Employed,631,42078,4,Rent,1,35793,1.59,1
101994,Male,19,142652,Single,PhD,Employed,416,37264,2,Own,0,13004,1.05,1
101995,Male,48,104585,Married,Bachelor,Unemployed,388,35484,4,Own,1,53926,0.59,1
101996,Female,28,62719,Married,High School,Student,421,28459,1,Own,0,26116,7.67,0
101997,Male,45,116528,Divorced,Master,Employed,332,22321,3,Rent,1,63903,2.75,0
101998,Male,49,69037,Single,Master,Retired,697,49500,1,Own,0,25511,3.95,0
101999,Male,22,100103,Single,Master,Unemployed,824,35440,2,Own,0,53381,3.46,0
102000,Male,55,129987,Divorced,High School,Retired,323,43162,3,Own,1,25976,5.98,1
102001,Female,27,145695,Single,Bachelor,Employed,624,2455,4,Rent,1,36856,2.82,1
102002,Female,57,23513,Married,PhD,Unemployed,333,15031,3,Own,1,40010,4.52,0
102003,Female,41,135183,Single,Master,Unemployed,546,47000,2,Rent,0,17815,7.97,1
102004,Female,52,33335,Divorced,High School,Employed,318,23929,4,Rent,1,7488,3.83,1
102005,Male,40,64140,Single,Bachelor,Employed,329,33137,0,Mortgage,1,22896,4.63,0
102006,Female,34,124126,Divorced,Bachelor,Unemployed,348,40794,1,Mortgage,1,10616,4.27,1
102007,Male,18,100373,Married,PhD,Student,479,30237,1,Mortgage,0,56923,6.52,1
102008,Male,48,97658,Married,Master,Unemployed,669,49206,2,Rent,1,55795,2.5,1
102009,Male,48,54840,Divorced,High School,Student,694,37746,2,Mortgage,1,37791,1.78,0
102010,Male,59,51007,Married,Bachelor,Retired,795,3471,1,Mortgage,0,40105,6.16,1
102011,Male,59,76947,Married,High School,Student,730,42077,3,Mortgage,1,57095,3.62,1
102012,Female,51,126833,Single,Bachelor,Student,506,1367,0,Rent,0,36027,7.35,1
102013,Female,26,138637,Married,Master,Employed,334,14417,0,Own,0,17591,5.33,1
102014,Female,39,140721,Divorced,Master,Unemployed,712,4374,2,Mortgage,0,45790,4.73,1
102015,Female,30,113220,Married,PhD,Retired,663,7773,2,Mortgage,0,9726,1.03,1
102016,Male,42,46393,Single,Bachelor,Unemployed,609,15205,3,Mortgage,0,55868,5.98,0
102017,Female,35,77480,Divorced,High School,Student,578,37580,2,Mortgage,0,44862,5.65,1
102018,Male,29,137243,Married,Bachelor,Student,451,23369,0,Rent,0,9133,5.3,1
102019,Female,57,108290,Married,High School,Student,526,19581,1,Own,0,60681,2.51,1
102020,Male,34,106335,Married,PhD,Unemployed,542,48119,0,Own,0,5744,7.6,1
102021,Male,32,124263,Divorced,Bachelor,Student,309,34668,3,Mortgage,0,68044,2.91,1
102022,Female,59,29107,Single,Master,Unemployed,691,17576,1,Own,0,25561,1.64,0
102023,Male,32,148181,Divorced,High School,Retired,347,3770,1,Mortgage,0,34813,7.9,1
